timestamp,mmsi,latitude,longitude,speed,course
2026-09-17 08:00,111000001,13.05,80.28,12,90
2026-09-17 08:01,111000001,13.051,80.282,12,90
2026-09-17 08:02,111000001,13.052,80.284,13,91
2026-09-17 08:03,111000001,13.053,80.286,13,91
2026-09-17 08:04,111000001,13.054,80.288,14,92
2026-09-17 08:05,111000001,13.055,80.29,14,92
2026-09-17 08:06,111000001,13.056,80.292,14,93
2026-09-17 08:07,111000001,13.057,80.294,15,93
2026-09-17 08:08,111000001,25.0,60.0,15,94
2026-09-17 08:09,111000001,13.059,80.298,15,94
2026-09-17 08:00,222000002,13.1,80.3,10,45
2026-09-17 08:01,222000002,13.101,80.301,11,46
2026-09-17 08:02,222000002,13.102,80.302,12,46
2026-09-17 08:03,222000002,13.103,80.303,13,47
2026-09-17 08:04,222000002,13.104,80.304,14,47
2026-09-17 08:05,222000002,13.105,80.305,120,48
2026-09-17 08:06,222000002,13.106,80.306,14,48
2026-09-17 08:00,333000003,13.15,80.35,8,180
2026-09-17 08:01,333000003,13.148,80.35,8,180
2026-09-17 08:02,333000003,13.146,80.35,9,181
2026-09-17 08:03,333000003,13.144,80.35,9,181
2026-09-17 08:04,333000003,13.142,80.35,10,182
2026-09-17 08:05,333000003,13.14,80.35,10,182
2026-09-17 08:00,444000004,13.2,80.4,11,270
2026-09-17 08:01,444000004,13.2,80.398,11,270
2026-09-17 08:02,444000004,13.2,80.396,12,270
2026-09-17 08:03,444000004,13.2,80.394,12,271
2026-09-17 08:04,444000004,8.5,77.5,12,271
2026-09-17 08:05,444000004,13.2,80.39,12,271
2026-09-17 08:00,555000005,13.25,80.45,16,135
2026-09-17 08:01,555000005,13.252,80.452,16,135
2026-09-17 08:02,555000005,13.254,80.454,16,136
2026-09-17 08:03,555000005,13.256,80.456,17,136
2026-09-17 08:04,555000005,13.258,80.458,17,137
2026-09-17 14:20:00,352984123,12.2831,43.7897,18.4,322
2026-09-17 14:21:00,352984123,12.3028,43.7743,18.4,322
2026-09-17 14:22:00,352984123,12.3225,43.759,18.4,322
2026-09-17 14:23:00,352984123,12.3422,43.7436,18.4,322
2026-09-17 14:24:00,352984123,12.3619,43.7282,18.4,322
2026-09-17 14:25:00,352984123,12.3816,43.7128,18.4,322
2026-09-17 14:26:00,352984123,12.4013,43.6974,18.4,322
2026-09-17 14:27:00,352984123,12.421,43.682,18.4,322
2026-09-17 14:28:00,352984123,12.7145,43.4512,18.4,322
2026-09-17 14:29:00,352984123,12.731,43.435,18.5,320
2026-09-17 14:30:00,352984123,12.748,43.419,18.6,318
2026-09-17 14:31:00,352984123,12.765,43.402,18.6,318
2026-09-17 14:20:00,636019482,1.221,103.7197,13.8,85
2026-09-17 14:21:00,636019482,1.2223,103.7347,13.8,85
2026-09-17 14:22:00,636019482,1.2236,103.7496,13.8,85
2026-09-17 14:23:00,636019482,1.2249,103.7646,13.8,85
2026-09-17 14:24:00,636019482,1.2262,103.7795,13.8,85
2026-09-17 14:25:00,636019482,1.2276,103.7944,13.8,85
2026-09-17 14:26:00,636019482,1.2289,103.8094,13.8,85
2026-09-17 14:27:00,636019482,1.2302,103.8243,13.8,85
2026-09-17 14:28:00,636019482,1.2315,103.8393,13.8,85
2026-09-17 14:29:00,636019482,1.2328,103.8542,13.8,85
2026-09-17 14:30:00,636019482,1.2341,103.8692,13.8,85
2026-09-17 14:31:00,636019482,1.2354,103.8841,13.8,85
2026-09-17 14:20:00,228392100,23.8412,58.6221,16.2,305
2026-09-17 14:21:00,228392100,23.8612,58.6461,16.2,305
2026-09-17 14:22:00,228392100,23.8812,58.6701,16.2,305
2026-09-17 14:23:00,228392100,23.9012,58.6941,16.2,305
2026-09-17 14:24:00,228392100,23.9212,58.7181,16.2,305
2026-09-17 14:25:00,228392100,23.9412,58.7641,16.2,305
2026-09-17 14:26:00,228392100,23.9584,58.7558,16.2,305
2026-09-17 14:27:00,228392100,23.9626,58.7372,16.2,305
2026-09-17 14:28:00,228392100,23.9507,58.7223,16.2,305
2026-09-17 14:29:00,228392100,23.9317,58.7223,16.2,305
2026-09-17 14:30:00,228392100,23.9198,58.7372,16.2,305
2026-09-17 14:31:00,228392100,23.924,58.7558,16.2,305
2026-09-17 14:20:00,477192834,5.8272,80.3475,19.1,92
2026-09-17 14:21:00,477192834,5.8266,80.3625,19.1,92
2026-09-17 14:22:00,477192834,5.8261,80.3775,19.1,92
2026-09-17 14:23:00,477192834,5.8256,80.3925,19.1,92
2026-09-17 14:24:00,477192834,5.8251,80.4075,19.1,92
2026-09-17 14:25:00,477192834,5.8245,80.4225,19.1,92
2026-09-17 14:26:00,477192834,5.824,80.4374,19.1,92
2026-09-17 14:27:00,477192834,5.8235,80.4524,19.1,92
2026-09-17 14:28:00,477192834,5.823,80.4674,19.1,92
2026-09-17 14:29:00,477192834,5.8224,80.4824,19.1,92
2026-09-17 14:30:00,477192834,5.8219,80.4974,19.1,92
2026-09-17 14:31:00,477192834,5.8214,80.5124,19.1,92
2026-09-17 14:20:00,466381000,18.3844,62.5644,12.6,210
2026-09-17 14:21:00,466381000,18.3714,62.5569,12.6,210
2026-09-17 14:22:00,466381000,18.3584,62.5494,12.6,210
2026-09-17 14:23:00,466381000,18.3454,62.5419,12.6,210
2026-09-17 14:24:00,466381000,18.3324,62.5344,12.6,210
2026-09-17 14:25:00,466381000,18.3194,62.5269,12.6,210
2026-09-17 14:26:00,466381000,18.3065,62.5194,12.6,210
2026-09-17 14:27:00,466381000,18.2935,62.5119,12.6,210
2026-09-17 14:28:00,466381000,18.2792,62.5032,15.1,210
2026-09-17 14:29:00,466381000,18.2644,62.4939,15.1,210
2026-09-17 14:30:00,466381000,18.2574,62.4923,15.1,210
2026-09-17 14:31:00,466381000,18.2458,62.4862,15.1,210
2026-09-17 14:20:00,563029112,1.1254,103.9675,11.4,68
2026-09-17 14:21:00,563029112,1.131,103.9814,11.4,68
2026-09-17 14:22:00,563029112,1.1366,103.9953,11.4,68
2026-09-17 14:23:00,563029112,1.1422,104.0092,11.4,68
2026-09-17 14:24:00,563029112,1.1479,104.0231,11.4,68
2026-09-17 14:25:00,563029112,1.1535,104.0371,11.4,68
2026-09-17 14:26:00,563029112,1.1591,104.051,11.4,68
2026-09-17 14:27:00,563029112,1.1647,104.0649,11.4,68
2026-09-17 14:28:00,563029112,1.1703,104.0788,11.4,68
2026-09-17 14:29:00,563029112,1.176,104.0927,11.4,68
2026-09-17 14:30:00,563029112,1.1816,104.1066,11.4,68
2026-09-17 14:31:00,563029112,1.1872,104.1205,11.4,68
2026-09-17 14:20:00,211839210,14.7525,42.0183,17.5,340
2026-09-17 14:21:00,211839210,14.7666,42.0132,17.5,340
2026-09-17 14:22:00,211839210,14.7807,42.0081,17.5,340
2026-09-17 14:23:00,211839210,14.7948,42.0029,17.5,340
2026-09-17 14:24:00,211839210,14.8089,41.9978,17.5,340
2026-09-17 14:25:00,211839210,14.823,41.9927,17.5,340
2026-09-17 14:26:00,211839210,14.8371,41.9875,17.5,340
2026-09-17 14:27:00,211839210,15.0012,42.1324,22.5,25
2026-09-17 14:28:00,211839210,15.0212,42.1524,22.5,25
2026-09-17 14:29:00,211839210,15.0412,42.1724,22.5,25
2026-09-17 14:30:00,211839210,15.0612,42.1924,22.5,25
2026-09-17 14:31:00,211839210,15.0812,42.2124,22.5,25
2026-09-17 14:20:00,403219482,17.0088,55.3724,14,135
2026-09-17 14:21:00,403219482,16.9982,55.383,14,135
2026-09-17 14:22:00,403219482,16.9876,55.3936,14,135
2026-09-17 14:23:00,403219482,16.977,55.4042,14,135
2026-09-17 14:24:00,403219482,16.9663,55.4149,14,135
2026-09-17 14:25:00,403219482,16.9557,55.4255,14,135
2026-09-17 14:26:00,403219482,16.9451,55.4361,14,135
2026-09-17 14:27:00,403219482,16.9345,55.4467,14,135
2026-09-17 14:28:00,403219482,16.9239,55.4573,14,135
2026-09-17 14:29:00,403219482,16.9133,55.4679,14,135
2026-09-17 14:30:00,403219482,16.9027,55.4785,14,135
2026-09-17 14:31:00,403219482,16.8921,55.4891,14,135
2026-09-17 14:20:00,431092834,8.2621,95.6697,19.8,115
2026-09-17 14:21:00,431092834,8.2558,95.6833,19.8,115
2026-09-17 14:22:00,431092834,8.2495,95.6968,19.8,115
2026-09-17 14:23:00,431092834,8.2431,95.7104,19.8,115
2026-09-17 14:24:00,431092834,8.2368,95.724,19.8,115
2026-09-17 14:25:00,431092834,8.2304,95.7376,19.8,115
2026-09-17 14:26:00,431092834,8.2241,95.7512,19.8,115
2026-09-17 14:27:00,431092834,8.2178,95.7648,19.8,115
2026-09-17 14:28:00,431092834,8.2142,95.7812,22.3,115
2026-09-17 14:29:00,431092834,8.2056,95.7925,22.3,115
2026-09-17 14:30:00,431092834,8.203,95.8099,22.3,115
2026-09-17 14:31:00,431092834,8.1917,95.8185,22.3,115
2026-09-17 14:20:00,257091230,13.6693,81.9434,15.2,198
2026-09-17 14:21:00,257091230,13.6551,81.9388,15.2,198
2026-09-17 14:22:00,257091230,13.6408,81.9341,15.2,198
2026-09-17 14:23:00,257091230,13.6265,81.9295,15.2,198
2026-09-17 14:24:00,257091230,13.6123,81.9248,15.2,198
2026-09-17 14:25:00,257091230,13.598,81.9202,15.2,198
2026-09-17 14:26:00,257091230,13.5837,81.9156,15.2,198
2026-09-17 14:27:00,257091230,13.5695,81.9109,15.2,198
2026-09-17 14:28:00,257091230,13.5552,81.9063,15.2,198
2026-09-17 14:29:00,257091230,13.5409,81.9017,15.2,198
2026-09-17 14:30:00,257091230,13.5267,81.897,15.2,198
2026-09-17 14:31:00,257091230,13.5124,81.8924,15.2,198
2026-09-17 14:20:00,371928471,2.446,101.696,16.7,130
2026-09-17 14:21:00,371928471,2.461,101.681,16.7,130
2026-09-17 14:22:00,371928471,2.476,101.666,16.7,130
2026-09-17 14:23:00,371928471,2.491,101.651,16.7,130
2026-09-17 14:24:00,371928471,2.506,101.636,16.7,130
2026-09-17 14:25:00,371928471,2.521,101.621,16.7,130
